paper_id,tag,accuracy,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
1,any_suggestion,0.8412017167381974,0.3281528249959527,0.06666666666666667,0.07142857142857142,0.06896551724137931,0.0,0.0,0.0,0.9027777777777778,0.9285714285714286,0.9154929577464789
1,suggest_safe,0.3948497854077253,0.2672624470377279,0.38596491228070173,0.75,0.5096525096525096,0.0,0.0,0.0,0.6046511627906976,0.1925925925925926,0.29213483146067415
1,suggest_efficient,0.36909871244635195,0.2797739297739298,0.46153846153846156,0.1565217391304348,0.23376623376623376,0.03125,0.25,0.05555555555555555,0.5076923076923077,0.6,0.55
1,agree_proposal,0.6008583690987125,0.3473604754640223,0.043478260869565216,0.024390243902439025,0.03125,0.4666666666666667,0.16666666666666666,0.24561403508771928,0.676923076923077,0.88,0.7652173913043478
1,discuss_fairness,0.26609442060085836,0.24636238483532777,0.2857142857142857,0.12658227848101267,0.17543859649122806,0.4166666666666667,0.14150943396226415,0.2112676056338028,0.22839506172839505,0.7708333333333334,0.3523809523809524
1,discuss_efficient,0.27896995708154504,0.2673459296860312,0.3611111111111111,0.12037037037037036,0.18055555555555555,0.23880597014925373,0.27586206896551724,0.256,0.27692307692307694,0.5373134328358209,0.36548223350253806
1,discuss_rules,0.6180257510729614,0.3240815866576516,0.7216494845360825,0.8588957055214724,0.7843137254901961,0.1,0.03333333333333333,0.05,0.10526315789473684,0.2,0.13793103448275862
1,explanation,0.30042918454935624,0.26210128199985333,0.36363636363636365,0.13953488372093023,0.20168067226890757,0.5568181818181818,0.362962962962963,0.43946188340807174,0.08035714285714286,0.75,0.14516129032258066
1,discuss_howtoplay,0.6609442060085837,0.34293430236598854,0.772972972972973,0.8125,0.7922437673130194,0.275,0.20754716981132076,0.23655913978494625,0.0,0.0,0.0
1,ask_game,0.6437768240343348,0.3153194066000605,0.8511904761904762,0.7185929648241206,0.779291553133515,0.0,0.0,0.0,0.1206896551724138,0.2692307692307692,0.16666666666666666
1,receive_report,0.4978540772532189,0.3451355661881978,0.6521739130434783,0.4411764705882353,0.5263157894736842,0.0,0.0,0.0,0.3971631205673759,0.7088607594936709,0.509090909090909
1,truthful,0.5236051502145923,0.3603625216580035,0.660377358490566,0.5072463768115942,0.5737704918032787,0.0,0.0,0.0,0.4094488188976378,0.6666666666666666,0.5073170731707317
1,falsehood,0.9570815450643777,0.3260233918128655,0.9780701754385965,0.9780701754385965,0.9780701754385965,0.0,0.0,0.0,0.0,0.0,0.0
1,contradict,0.9484978540772532,0.3245227606461087,0.9866071428571429,0.9608695652173913,0.973568281938326,0.0,0.0,0.0,0.0,0.0,0.0
1,neither_report,0.4978540772532189,0.3451355661881978,0.3971631205673759,0.7088607594936709,0.509090909090909,0.0,0.0,0.0,0.6521739130434783,0.4411764705882353,0.5263157894736842
