paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1
1,any_suggestion,0.8947368421052632,-0.054360135900339834,-0.055555555555553804,0.4722222222222222,0.0,0.0,0.0,0.937007874015748,0.952,0.9444444444444444
1,suggest_safe,0.43609022556390975,0.03051802896297029,-0.23997762446391935,0.3800111877680403,0.4083333333333333,0.9245283018867925,0.5664739884393064,0.6923076923076923,0.1125,0.1935483870967742
1,suggest_efficient,0.5714285714285714,0.13151563753007223,0.1230262016310949,0.5615131008155474,0.5783132530120482,0.6857142857142857,0.6274509803921569,0.56,0.4444444444444444,0.49557522123893805
1,agree_proposal,0.706766917293233,0.02810567734682412,-0.04313725490196063,0.4784313725490196,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.7338709677419355,0.9381443298969072,0.8235294117647058
1,discuss_fairness,0.48120300751879697,0.07833684844832789,-0.10135013501350132,0.44932493249324934,0.7272727272727273,0.20253164556962025,0.31683168316831684,0.43243243243243246,0.8888888888888888,0.5818181818181818
1,discuss_efficient,0.43609022556390975,-0.10747196624847355,-0.13011952642610325,0.4349402367869484,0.5333333333333333,0.4050632911392405,0.460431654676259,0.3561643835616438,0.48148148148148145,0.4094488188976378
1,discuss_rules,0.7518796992481203,0.07111111111111112,0.04845528455284587,0.5242276422764228,0.9142857142857143,0.8,0.8533333333333334,0.14285714285714285,0.3076923076923077,0.1951219512195122
1,explanation,0.42105263157894735,0.04298663676291936,-0.17489818160959092,0.41255090919520454,0.8372093023255814,0.33962264150943394,0.48322147651006714,0.2222222222222222,0.7407407407407407,0.3418803418803419
1,discuss_howtoplay,0.7894736842105263,-0.03100775193798455,-0.051977401129943424,0.47401129943502823,0.9285714285714286,0.8387096774193549,0.8813559322033898,0.047619047619047616,0.1111111111111111,0.06666666666666667
1,ask_game,0.6015037593984962,0.022465677437248588,-0.057376434410860266,0.47131178279456987,0.8795180722891566,0.6293103448275862,0.7336683417085427,0.14,0.4117647058823529,0.208955223880597
1,receive_report,0.5789473684210527,0.22043123299141731,0.15670289855072472,0.5783514492753623,0.82,0.4659090909090909,0.5942028985507246,0.43373493975903615,0.8,0.5625
1,truthful,0.6390977443609023,0.2110726643598615,0.2102919346857991,0.6051459673428995,0.7380952380952381,0.7045454545454546,0.7209302325581395,0.46938775510204084,0.5111111111111111,0.48936170212765956
1,falsehood,1.0,,1.0,1.0,1.0,1.0,1.0,,,
1,contradict,0.7443609022556391,0.0,-0.14655172413793016,0.4267241379310345,1.0,0.7443609022556391,0.853448275862069,0.0,0.0,0.0
1,neither_report,0.5789473684210527,0.22043123299141731,0.15670289855072472,0.5783514492753623,0.43373493975903615,0.8,0.5625,0.82,0.4659090909090909,0.5942028985507246
