paper_id,tag,accuracy,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1,precision_nan,recall_nan,f1_nan
1,any_suggestion,0.8197424892703863,0.3197658210203513,0.05,0.07142857142857142,0.058823529411764705,0.0,0.0,0.0,0.8962264150943396,0.9047619047619048,0.9004739336492891,,,
1,suggest_safe,0.36909871244635195,0.20492849284928494,0.3674418604651163,0.8977272727272727,0.5214521452145214,0.0,0.0,0.0,0.4666666666666667,0.05185185185185185,0.09333333333333334,,,
1,suggest_efficient,0.38197424892703863,0.24459430801204562,0.4,0.10434782608695652,0.16551724137931034,0.0,0.0,0.0,0.4782608695652174,0.7,0.5682656826568265,,,
1,agree_proposal,0.5965665236051502,0.35752562073345057,0.037037037037037035,0.024390243902439025,0.029411764705882353,0.5333333333333333,0.19047619047619047,0.2807017543859649,0.680628272251309,0.8666666666666667,0.7624633431085044,,,
1,discuss_fairness,0.296137339055794,0.2811441547165851,0.2777777777777778,0.12658227848101267,0.17391304347826086,0.5102040816326531,0.2358490566037736,0.3225806451612903,0.22972972972972974,0.7083333333333334,0.3469387755102041,,,
1,discuss_efficient,0.3133047210300429,0.22986139986139986,0.4523809523809524,0.17592592592592593,0.25333333333333335,0.25,0.3103448275862069,0.27692307692307694,0.3050847457627119,0.5373134328358209,0.3891891891891892,0.0,0.0,0.0
1,discuss_rules,0.6437768240343348,0.39393939393939387,0.7106598984771574,0.8588957055214724,0.7777777777777778,0.2857142857142857,0.13333333333333333,0.18181818181818182,0.25,0.2,0.2222222222222222,,,
1,explanation,0.3648068669527897,0.3121972927101875,0.36,0.20930232558139536,0.2647058823529412,0.6082474226804123,0.43703703703703706,0.5086206896551724,0.09302325581395349,0.6666666666666666,0.16326530612244897,,,
1,discuss_howtoplay,0.6523605150214592,0.3195513959641433,0.7539267015706806,0.8181818181818182,0.784741144414169,0.20512820512820512,0.1509433962264151,0.17391304347826086,0.0,0.0,0.0,,,
1,ask_game,0.648068669527897,0.31780528106978323,0.8571428571428571,0.7236180904522613,0.784741144414169,0.0,0.0,0.0,0.12280701754385964,0.2692307692307692,0.1686746987951807,,,
1,receive_report,0.5493562231759657,0.3801601109178048,0.693069306930693,0.5147058823529411,0.5907172995780591,0.0,0.0,0.0,0.4393939393939394,0.7341772151898734,0.5497630331753555,,,
1,truthful,0.5579399141630901,0.3843670801653995,0.6915887850467289,0.5362318840579711,0.6040816326530613,0.0,0.0,0.0,0.4444444444444444,0.717948717948718,0.5490196078431373,,,
1,falsehood,0.9742489270386266,0.3289855072463768,0.978448275862069,0.9956140350877193,0.9869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,,,
1,contradict,0.9656652360515021,0.32751091703056767,0.9868421052631579,0.9782608695652174,0.982532751091703,0.0,0.0,0.0,0.0,0.0,0.0,,,
1,neither_report,0.5493562231759657,0.3801601109178048,0.4393939393939394,0.7341772151898734,0.5497630331753555,0.0,0.0,0.0,0.693069306930693,0.5147058823529411,0.5907172995780591,,,
