paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1
1,any_suggestion,0.9022556390977443,-0.04851425106124929,0.5156278229448961,0.4743083003952569,0.0,0.0,0.0,0.9375,0.96,0.9486166007905138
1,suggest_safe,0.6165413533834586,0.11874756398596853,0.5522948197366802,0.5339105339105339,0.5416666666666666,0.24528301886792453,0.33766233766233766,0.6330275229357798,0.8625,0.7301587301587301
1,suggest_efficient,0.5338345864661654,0.07389937106918232,0.510083553329886,0.5331748188405797,0.5689655172413793,0.4714285714285714,0.515625,0.5066666666666667,0.6031746031746031,0.5507246376811594
1,agree_proposal,0.6992481203007519,0.036231884057971064,0.5708238223697862,0.49159021406727826,0.3333333333333333,0.1111111111111111,0.16666666666666666,0.7355371900826446,0.9175257731958762,0.8165137614678899
1,discuss_fairness,0.49624060150375937,0.10952333366643341,0.19645505516368267,0.461017359220952,0.8,0.20253164556962025,0.32323232323232326,0.4424778761061947,0.9259259259259259,0.5988023952095808
1,discuss_efficient,0.45864661654135336,-0.11582381729200653,0.4230452207031805,0.44195804195804195,0.5454545454545454,0.5316455696202531,0.5384615384615384,0.3392857142857143,0.35185185185185186,0.34545454545454546
1,discuss_rules,0.6616541353383458,-0.032786885245901676,0.18491693045048896,0.454172366621067,0.8947368421052632,0.7083333333333334,0.7906976744186046,0.07894736842105263,0.23076923076923078,0.11764705882352941
1,explanation,0.5112781954887218,0.08392497615767724,0.04118614419340283,0.48124812481248125,0.847457627118644,0.4716981132075472,0.6060606060606061,0.24324324324324326,0.6666666666666666,0.3564356435643564
1,discuss_howtoplay,0.7142857142857143,0.0321715817694368,0.06863385598141691,0.4825962325962326,0.9387755102040817,0.7419354838709677,0.8288288288288288,0.08571428571428572,0.3333333333333333,0.13636363636363635
1,ask_game,0.706766917293233,0.10952789699570809,0.42851616468637743,0.5405261759234653,0.8969072164948454,0.75,0.8169014084507042,0.19444444444444445,0.4117647058823529,0.2641509433962264
1,receive_report,0.47368421052631576,0.106011138851546,0.4692350332594235,0.4669033440219881,0.8,0.2727272727272727,0.4067796610169492,0.3786407766990291,0.8666666666666667,0.527027027027027
1,truthful,0.518796992481203,0.12482006991568995,0.507782378980437,0.5187697874265038,0.7608695652173914,0.3977272727272727,0.5223880597014925,0.39080459770114945,0.7555555555555555,0.5151515151515151
1,falsehood,1.0,,,1.0,1.0,1.0,1.0,,,
1,contradict,0.8796992481203008,0.0,-0.024064171122994527,0.468,1.0,0.8796992481203008,0.936,0.0,0.0,0.0
1,neither_report,0.47368421052631576,0.106011138851546,0.44268731296159025,0.4669033440219881,0.3786407766990291,0.8666666666666667,0.527027027027027,0.8,0.2727272727272727,0.4067796610169492
