paper_id,tag,accuracy,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1,precision_nan,recall_nan,f1_nan
1,any_suggestion,0.8369098712446352,0.3265359477124183,0.0625,0.07142857142857142,0.06666666666666667,0.0,0.0,0.0,0.9023255813953488,0.9238095238095239,0.9129411764705883,,,
1,suggest_safe,0.34763948497854075,0.25285927280868475,0.35542168674698793,0.6704545454545454,0.4645669291338583,0.03571428571428571,0.1,0.05263157894736842,0.5384615384615384,0.15555555555555556,0.2413793103448276,,,
1,suggest_efficient,0.37339055793991416,0.2906623554771703,0.4444444444444444,0.17391304347826086,0.25,0.05454545454545454,0.375,0.09523809523809523,0.48120300751879697,0.5818181818181818,0.5267489711934157,,,
1,agree_proposal,0.6008583690987125,0.3486622073578595,0.041666666666666664,0.024390243902439025,0.03076923076923077,0.5,0.16666666666666666,0.25,0.676923076923077,0.88,0.7652173913043478,,,
1,discuss_fairness,0.296137339055794,0.28228376410483563,0.32432432432432434,0.1518987341772152,0.20689655172413793,0.4666666666666667,0.19811320754716982,0.2781456953642384,0.23841059602649006,0.75,0.36180904522613067,,,
1,discuss_efficient,0.2703862660944206,0.257585600626528,0.30303030303030304,0.09259259259259259,0.14184397163120568,0.23943661971830985,0.29310344827586204,0.26356589147286824,0.27906976744186046,0.5373134328358209,0.3673469387755102,,,
1,discuss_rules,0.6223175965665236,0.33710028095454597,0.7315789473684211,0.852760736196319,0.7875354107648725,0.19047619047619047,0.06666666666666667,0.09876543209876543,0.09090909090909091,0.2,0.125,,,
1,explanation,0.3133047210300429,0.2696797533516851,0.34285714285714286,0.13953488372093023,0.19834710743801653,0.5652173913043478,0.3851851851851852,0.4581497797356828,0.08490566037735849,0.75,0.15254237288135594,,,
1,discuss_howtoplay,0.6695278969957081,0.38618563774018827,0.7684210526315789,0.8295454545454546,0.7978142076502732,0.2647058823529412,0.16981132075471697,0.20689655172413793,0.1111111111111111,0.25,0.15384615384615385,,,
1,ask_game,0.6394849785407726,0.3224987863542081,0.8545454545454545,0.7085427135678392,0.7747252747252747,0.0,0.0,0.0,0.14035087719298245,0.3076923076923077,0.1927710843373494,,,
1,receive_report,0.5150214592274678,0.3570441254651781,0.6739130434782609,0.45588235294117646,0.543859649122807,0.0,0.0,0.0,0.41134751773049644,0.7341772151898734,0.5272727272727272,,,
1,truthful,0.5407725321888412,0.3713957096239234,0.6727272727272727,0.5362318840579711,0.5967741935483871,0.0,0.0,0.0,0.42276422764227645,0.6666666666666666,0.5174129353233831,,,
1,falsehood,0.927038626609442,0.24053452115812918,0.9773755656108597,0.9473684210526315,0.9621380846325167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,contradict,0.9570815450643777,0.3260233918128655,0.9867256637168141,0.9695652173913043,0.9780701754385965,0.0,0.0,0.0,0.0,0.0,0.0,,,
1,neither_report,0.5150214592274678,0.3570441254651781,0.41134751773049644,0.7341772151898734,0.5272727272727272,0.0,0.0,0.0,0.6739130434782609,0.45588235294117646,0.543859649122807,,,
