paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1
1,any_suggestion,0.9523809523809523,0.0,-0.024390243902437048,0.4878048780487805,0.0,0.0,0.0,1.0,0.9523809523809523,0.975609756097561
1,suggest_safe,0.4126984126984127,-0.16842105263157903,-0.20496252261566306,0.39751873869216847,0.25,0.38095238095238093,0.3018867924528302,0.5806451612903226,0.42857142857142855,0.4931506849315068
1,suggest_efficient,0.5396825396825397,0.07866868381240544,0.07843631778058013,0.53921815889029,0.5161290322580645,0.5333333333333333,0.5245901639344263,0.5625,0.5454545454545454,0.5538461538461539
1,agree_proposal,0.7301587301587301,0.1397590361445783,0.09582102152807104,0.5479105107640354,0.5,0.17647058823529413,0.2608695652173913,0.7543859649122807,0.9347826086956522,0.8349514563106796
1,discuss_fairness,0.47619047619047616,0.06477732793522284,-0.1931133428981351,0.40344332855093257,0.8,0.1111111111111111,0.1951219512195122,0.4482758620689655,0.9629629629629629,0.611764705882353
1,discuss_efficient,0.5238095238095238,0.059701492537313494,0.0357142857142857,0.5178571428571428,0.6666666666666666,0.5,0.5714285714285714,0.3939393939393939,0.5652173913043478,0.4642857142857143
1,discuss_rules,0.6666666666666666,-0.06265060240963849,-0.11692697340650038,0.4415365132967497,0.8913043478260869,0.7192982456140351,0.7961165048543689,0.058823529411764705,0.16666666666666666,0.08695652173913043
1,explanation,0.5079365079365079,0.16216216216216217,0.00686498855835227,0.5034324942791761,0.9047619047619048,0.3958333333333333,0.5507246376811594,0.30952380952380953,0.8666666666666667,0.45614035087719296
1,discuss_howtoplay,0.7936507936507936,-0.0567741935483872,-0.11504424778761102,0.4424778761061947,0.9615384615384616,0.819672131147541,0.8849557522123894,0.0,0.0,0.0
1,ask_game,0.5238095238095238,0.0010570824524313016,-0.0714285714285714,0.4642857142857143,0.7941176470588235,0.54,0.6428571428571429,0.20689655172413793,0.46153846153846156,0.2857142857142857
1,receive_report,0.6825396825396826,0.2865232163080408,0.2857142857142857,0.6428571428571428,0.55,0.5,0.5238095238095238,0.7441860465116279,0.7804878048780488,0.7619047619047619
1,truthful,0.5238095238095238,0.13461538461538458,0.04737903225806461,0.5236895161290323,0.40476190476190477,0.7727272727272727,0.53125,0.7619047619047619,0.3902439024390244,0.5161290322580645
1,falsehood,1.0,,1.0,1.0,1.0,1.0,1.0,,,
1,contradict,0.6666666666666666,0.0,-0.2000000000000004,0.4,1.0,0.6666666666666666,0.8,0.0,0.0,0.0
1,neither_report,0.6825396825396826,0.2865232163080408,0.2857142857142857,0.6428571428571428,0.7441860465116279,0.7804878048780488,0.7619047619047619,0.55,0.5,0.5238095238095238
