paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_0.5,recall_0.5,f1_0.5,precision_1,recall_1,f1_1
1,any_suggestion,0.8307692307692308,-0.012747875354107707,-0.016667983253021657,0.32798844348140127,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.8895027624309392,0.9252873563218391,0.9070422535211268
1,suggest_safe,0.5743589743589743,0.0958605664488017,0.0382958495498974,0.4017303548902062,0.5,0.22077922077922077,0.3063063063063063,0.5,0.125,0.2,0.5911949685534591,0.8545454545454545,0.6988847583643123
1,suggest_efficient,0.441025641025641,0.029141734801077956,0.008328084540555558,0.33453037047128636,0.5303030303030303,0.3465346534653465,0.41916167664670656,0.043478260869565216,0.16666666666666666,0.06896551724137931,0.4716981132075472,0.5681818181818182,0.5154639175257731
1,agree_proposal,0.5487179487179488,-0.025273346477863612,-0.08666054523002908,0.2633785540359935,0.08333333333333333,0.05128205128205128,0.06349206349206349,0.0,0.0,0.0,0.621301775147929,0.875,0.726643598615917
1,discuss_fairness,0.26666666666666666,-0.003093636461743321,-0.13259275806746373,0.24603562146665595,0.2631578947368421,0.07352941176470588,0.11494252873563218,0.48,0.25806451612903225,0.3356643356643357,0.18253968253968253,0.6764705882352942,0.2875
1,discuss_efficient,0.30256410256410254,-0.01804222648752396,-0.050213844447964506,0.29776746242263485,0.42857142857142855,0.20454545454545456,0.27692307692307694,0.20588235294117646,0.2916666666666667,0.2413793103448276,0.3176470588235294,0.4576271186440678,0.375
1,discuss_rules,0.4564102564102564,0.0309877642867189,-0.0008958187056629097,0.31731481780637366,0.719626168224299,0.5746268656716418,0.6390041493775933,0.2222222222222222,0.1568627450980392,0.1839080459770115,0.07692307692307693,0.4,0.12903225806451613
1,explanation,0.2,0.016170763260025756,-0.21970289288506661,0.1977363783975942,0.36,0.125,0.18556701030927836,0.6285714285714286,0.19469026548672566,0.2972972972972973,0.05925925925925926,0.8,0.1103448275862069
1,discuss_howtoplay,0.6051282051282051,0.05190376965334331,0.04366102990350618,0.35734567901234565,0.7857142857142857,0.7432432432432432,0.7638888888888888,0.1875,0.13953488372093023,0.16,0.08695652173913043,0.5,0.14814814814814814
1,ask_game,0.6051282051282051,0.009629971637754808,-0.0425997291948752,0.3313091038711977,0.875,0.6588235294117647,0.7516778523489933,0.07692307692307693,0.16666666666666666,0.10526315789473684,0.09259259259259259,0.2631578947368421,0.136986301369863
1,receive_report,0.4358974358974359,0.08286300667008728,-0.041464362012040956,0.3370524977667835,0.6851851851851852,0.30327868852459017,0.42045454545454547,0.3333333333333333,0.06666666666666667,0.1111111111111111,0.34057971014492755,0.8103448275862069,0.47959183673469385
1,truthful,0.441025641025641,0.04609101516919489,-0.03554115612287134,0.3425480592698042,0.647887323943662,0.3709677419354839,0.4717948717948718,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.32231404958677684,0.6842105263157895,0.43820224719101125
1,falsehood,0.9743589743589743,0.0,-0.010886469673406118,0.329004329004329,0.9743589743589743,1.0,0.987012987012987,0.0,0.0,0.0,0.0,0.0,0.0
1,contradict,0.9076923076923077,0.088074824629774,0.05784458461951436,0.31891891891891894,0.9943820224719101,0.921875,0.9567567567567568,0.0,0.0,0.0,0.0,0.0,0.0
1,neither_report,0.4358974358974359,0.08286300667008728,-0.041464362012040956,0.3370524977667835,0.34057971014492755,0.8103448275862069,0.47959183673469385,0.3333333333333333,0.06666666666666667,0.1111111111111111,0.6851851851851852,0.30327868852459017,0.42045454545454547
