paper_id,tag,accuracy,cohen_kappa,krippendorff_alpha,macro_f1,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1
1,any_suggestion,0.8947368421052632,-0.054360135900339834,-0.055555555555553804,0.4722222222222222,0.0,0.0,0.0,0.937007874015748,0.952,0.9444444444444444
1,suggest_safe,0.42857142857142855,0.020162853819309934,-0.26286856571714123,0.36856571714142927,0.4049586776859504,0.9245283018867925,0.5632183908045977,0.6666666666666666,0.1,0.17391304347826086
1,suggest_efficient,0.5864661654135338,0.1606425702811245,0.14966579482708509,0.5748328974135426,0.5882352941176471,0.7142857142857143,0.6451612903225806,0.5833333333333334,0.4444444444444444,0.5045045045045045
1,agree_proposal,0.706766917293233,0.02810567734682412,-0.04313725490196063,0.4784313725490196,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.7338709677419355,0.9381443298969072,0.8235294117647058
1,discuss_fairness,0.49624060150375937,0.10505172240634741,-0.0694269426942693,0.46528652865286535,0.7727272727272727,0.21518987341772153,0.33663366336633666,0.44144144144144143,0.9074074074074074,0.593939393939394
1,discuss_efficient,0.43609022556390975,-0.10747196624847355,-0.13011952642610325,0.4349402367869484,0.5333333333333333,0.4050632911392405,0.460431654676259,0.3561643835616438,0.48148148148148145,0.4094488188976378
1,discuss_rules,0.7518796992481203,0.0270450011084018,0.008471704506946565,0.5042358522534733,0.9065420560747663,0.8083333333333333,0.8546255506607929,0.11538461538461539,0.23076923076923078,0.15384615384615385
1,explanation,0.41353383458646614,-0.006598098195226054,-0.20292207792207773,0.398538961038961,0.7916666666666666,0.3584905660377358,0.4935064935064935,0.2,0.6296296296296297,0.30357142857142855
1,discuss_howtoplay,0.8120300751879699,-0.017753290480563066,-0.030528436386177304,0.4847357818069115,0.9304347826086956,0.8629032258064516,0.895397489539749,0.05555555555555555,0.1111111111111111,0.07407407407407407
1,ask_game,0.5939849624060151,-0.009842519685039353,-0.08818181818181814,0.45590909090909093,0.8690476190476191,0.6293103448275862,0.73,0.12244897959183673,0.35294117647058826,0.18181818181818182
1,receive_report,0.5789473684210527,0.22043123299141731,0.15670289855072472,0.5783514492753623,0.82,0.4659090909090909,0.5942028985507246,0.43373493975903615,0.8,0.5625
1,truthful,0.5789473684210527,0.07958477508650508,0.07867392380009897,0.5393369619000494,0.6904761904761905,0.6590909090909091,0.6744186046511628,0.3877551020408163,0.4222222222222222,0.40425531914893614
1,falsehood,0.9924812030075187,0.0,-0.0037735849056586,0.4981132075471698,1.0,0.9924812030075187,0.9962264150943396,0.0,0.0,0.0
1,contradict,0.7518796992481203,0.0,-0.14163090128755318,0.4291845493562232,1.0,0.7518796992481203,0.8583690987124464,0.0,0.0,0.0
1,neither_report,0.5789473684210527,0.22043123299141731,0.15670289855072472,0.5783514492753623,0.43373493975903615,0.8,0.5625,0.82,0.4659090909090909,0.5942028985507246
